Datetime,Fechamento,Maior Cotação,Menor Cotação,Open,Volume,Ativo
2024-10-28 13:00:00+00:00,92.9000015258789,93.44999694824219,92.81999969482422,93.44999694824219,0,AFHI11
2024-10-28 14:00:00+00:00,93.12000274658203,93.19000244140625,92.87999725341797,93.05000305175781,1517,AFHI11
2024-10-28 15:00:00+00:00,93.0999984741211,93.19000244140625,93.0199966430664,93.18000030517578,1339,AFHI11
2024-10-28 16:00:00+00:00,93.19000244140625,93.20999908447266,93.08000183105469,93.16999816894531,861,AFHI11
2024-10-28 17:00:00+00:00,93.12999725341797,93.19000244140625,93.0999984741211,93.16999816894531,1072,AFHI11
2024-10-28 18:00:00+00:00,93.16999816894531,93.18000030517578,93.0999984741211,93.11000061035156,1358,AFHI11
2024-10-28 19:00:00+00:00,93.3499984741211,93.3499984741211,93.0999984741211,93.16999816894531,1181,AFHI11
2024-10-29 13:00:00+00:00,93.19999694824219,93.3499984741211,93.12999725341797,93.3499984741211,0,AFHI11
2024-10-29 14:00:00+00:00,93.08999633789062,93.33999633789062,93.08000183105469,93.19999694824219,1260,AFHI11
2024-10-29 15:00:00+00:00,93.22000122070312,93.30000305175781,93.05000305175781,93.08999633789062,980,AFHI11
2024-10-29 16:00:00+00:00,93.02999877929688,93.30000305175781,93.02999877929688,93.08000183105469,2147,AFHI11
2024-10-29 17:00:00+00:00,92.98999786376953,93.30000305175781,92.9800033569336,93.02999877929688,1789,AFHI11
2024-10-29 18:00:00+00:00,92.98999786376953,93.1500015258789,92.9000015258789,92.98999786376953,2319,AFHI11
2024-10-29 19:00:00+00:00,93.2699966430664,93.2699966430664,92.80999755859375,92.91999816894531,1661,AFHI11
2024-10-30 13:00:00+00:00,93.27999877929688,93.29000091552734,92.80000305175781,92.80000305175781,0,AFHI11
2024-10-30 14:00:00+00:00,93.12000274658203,93.29000091552734,93.0,93.16999816894531,866,AFHI11
2024-10-30 15:00:00+00:00,93.01000213623047,93.12000274658203,92.98999786376953,93.12000274658203,965,AFHI11
2024-10-30 16:00:00+00:00,93.08999633789062,93.12000274658203,93.0,93.01000213623047,859,AFHI11
2024-10-30 17:00:00+00:00,93.0,93.12999725341797,92.95999908447266,93.08999633789062,1228,AFHI11
2024-10-30 18:00:00+00:00,92.8499984741211,93.08999633789062,92.83000183105469,92.98999786376953,2966,AFHI11
2024-10-30 19:00:00+00:00,93.0999984741211,93.0999984741211,92.8499984741211,93.08999633789062,941,AFHI11
2024-10-31 13:00:00+00:00,93.16999816894531,93.31999969482422,93.0,93.08000183105469,0,AFHI11
2024-10-31 14:00:00+00:00,93.02999877929688,93.25,92.9000015258789,93.23999786376953,1598,AFHI11
2024-10-31 15:00:00+00:00,93.20999908447266,93.22000122070312,92.91999816894531,93.0,1012,AFHI11
2024-10-31 16:00:00+00:00,93.08000183105469,93.23999786376953,93.0,93.0199966430664,982,AFHI11
2024-10-31 17:00:00+00:00,93.0,93.27999877929688,93.0,93.22000122070312,2187,AFHI11
2024-10-31 18:00:00+00:00,92.91999816894531,93.19999694824219,92.9000015258789,93.02999877929688,941,AFHI11
2024-10-31 19:00:00+00:00,93.18000030517578,93.18000030517578,92.9000015258789,92.91999816894531,983,AFHI11
2024-11-01 13:00:00+00:00,93.51000213623047,93.5999984741211,93.25,93.33000183105469,0,AFHI11
2024-11-01 14:00:00+00:00,93.44999694824219,93.5999984741211,93.3499984741211,93.58999633789062,1026,AFHI11
2024-11-01 15:00:00+00:00,93.41999816894531,93.44999694824219,93.0,93.36000061035156,1851,AFHI11
2024-11-01 16:00:00+00:00,93.41999816894531,93.44999694824219,93.23999786376953,93.43000030517578,815,AFHI11
2024-11-01 17:00:00+00:00,93.45999908447266,93.5,93.23999786376953,93.41999816894531,935,AFHI11
2024-11-01 18:00:00+00:00,93.66000366210938,93.80000305175781,93.43000030517578,93.5,1862,AFHI11
2024-11-01 19:00:00+00:00,93.68000030517578,93.79000091552734,93.0199966430664,93.66000366210938,2962,AFHI11
2024-10-28 13:00:00+00:00,7.289999961853027,7.329999923706055,7.28000020980835,7.289999961853027,0,AJFI11
2024-10-28 14:00:00+00:00,7.300000190734863,7.349999904632568,7.28000020980835,7.289999961853027,7502,AJFI11
2024-10-28 15:00:00+00:00,7.210000038146973,7.349999904632568,7.119999885559082,7.349999904632568,21373,AJFI11
2024-10-28 16:00:00+00:00,7.199999809265137,7.349999904632568,7.199999809265137,7.199999809265137,9577,AJFI11
2024-10-28 17:00:00+00:00,7.21999979019165,7.269999980926514,7.199999809265137,7.199999809265137,5333,AJFI11
2024-10-28 18:00:00+00:00,7.239999771118164,7.260000228881836,7.210000038146973,7.21999979019165,923,AJFI11
2024-10-28 19:00:00+00:00,7.239999771118164,7.239999771118164,7.199999809265137,7.21999979019165,4241,AJFI11
2024-10-29 13:00:00+00:00,7.199999809265137,7.25,7.199999809265137,7.210000038146973,0,AJFI11
2024-10-29 14:00:00+00:00,7.210000038146973,7.239999771118164,7.199999809265137,7.199999809265137,1029,AJFI11
2024-10-29 15:00:00+00:00,7.210000038146973,7.239999771118164,7.210000038146973,7.210000038146973,2511,AJFI11
2024-10-29 16:00:00+00:00,7.210000038146973,7.230000019073486,7.199999809265137,7.210000038146973,957,AJFI11
2024-10-29 17:00:00+00:00,7.199999809265137,7.230000019073486,7.199999809265137,7.21999979019165,3718,AJFI11
2024-10-29 18:00:00+00:00,7.199999809265137,7.230000019073486,7.199999809265137,7.199999809265137,11544,AJFI11
2024-10-29 19:00:00+00:00,7.199999809265137,7.21999979019165,7.199999809265137,7.199999809265137,16536,AJFI11
